,Param Name,Param Value,Param Source / Comments
Category,Scenario name,2017 Toyota Highlander 3.5 L,
Vehicle,veh_pt_type,Conv,
,drag_coef,0.1966,calculated from https://www.epa.gov/compliance-and-fuel-economy-data/data-cars-used-testing-fuel-economy
,frontal_area_m2,6,best guess
,glider_kg,791.0702892,overriden
,veh_cg_m,0.53,legacy
,drive_axle_weight_frac,0.59,legacy
,wheel_base_m,2.72,legacy
,cargo_kg,136,overriden
,veh_override_kg,2270,https://www.epa.gov/compliance-and-fuel-economy-data/data-cars-used-testing-fuel-economy
Fuel / Fuel Converter,fs_max_kw,1000,
,fs_secs_to_peak_pwr,1,
,fs_kwh,590,
,fs_kwh_per_kg,9.89473291,
,fc_max_kw,220,https://cars.usnews.com/cars-trucks/toyota/highlander/2017
,fc_eff_map,,
,fc_eff_type,SI,
,fc_sec_to_peak_pwr,6,
,fc_base_kg,61,
,fc_kw_per_kg,0.47,
,mc_pwr_out_perc,,
,mc_max_kw,0,
,mc_sec_to_peak_pwr,5,
,stop_start,FALSE,
,mc_pe_kg_per_kw,83%,
,mc_pe_base_kg,21.6,
ESS,ess_max_kw,0,
,ess_max_kwh,0,
,ess_kg_per_kwh,44,
,ess_base_kg,0,
,ess_round_trip_eff,0.834,
,ess_life_coef_a,110,
,ess_life_coef_b,-0.68,
Wheels,wheel_inertia_kg_m2,0.82,legacy
,num_wheels,4,
,wheel_rr_coef,0.009449,calculated from https://www.epa.gov/compliance-and-fuel-economy-data/data-cars-used-testing-fuel-economy
,wheel_radius_m,0.326,legacy
,wheel_coef_of_fric,0.7,
"SOC, ESS Discharch / Charge",min_soc,0.4,
,max_soc,0.8,
,ess_dischg_to_fc_max_eff_perc,0,
,ess_chg_to_fc_max_eff_perc,0,
"Acceleration, FC, Efficiency, Mass, Regen, etc",max_accel_buffer_mph,60,
,max_accel_buffer_perc_of_useable_soc,0.2,
,perc_high_acc_buf,0,
,mph_fc_on,47,
,kw_demand_fc_on,100,
,alt_eff,1,
,chg_eff,0.86,
,aux_kw,0.7,
,force_aux_on_fc,FALSE,
,trans_kg,114,
,trans_eff,0.875,
,comp_mass_multiplier,1.4,
,ess_to_fuel_ok_error,0.005,
,max_regen,0.9,
"Val: MPGGE, KwhPM, 0 to 60, etc",val_udds_mpgge,22,
,val_hwy_mpgge,32,
,val_comb_mpgge,25.6,
,val_udds_kwh_per_mile,,
,val_hwy_kwh_per_mile,,
,val_comb_kwh_per_mile,,
,val_cd_range_mi,,
,val_const65_mph_kwh_per_mile,,
,val_const60_mph_kwh_per_mile,,
,val_const55_mph_kwh_per_mile,,
,val_const45_mph_kwh_per_mile,,
,val_unadj_udds_kwh_per_mile,,
,val_unadj_hwy_kwh_per_mile,,
,val0_to60_mph,,
,val_ess_life_miles,,
,val_range_miles,,
,val_veh_base_cost,,
,val_msrp,,
,min_fc_time_on,30,
,idle_fc_kw,0,
