,Param Name,Param Value,Param Source / Comments
Category,Scenario name,2020 Hero Splendor+ 100cc,
Vehicle,vehPtType,Conv,
,dragCoef,0.78,https://www.researchgate.net/publication/326408306_The_Optimal_Position_of_a_Motorcyclist_-_CFD_and_Experimental_Approach
,frontalAreaM2,0.68,https://www.researchgate.net/publication/326408306_The_Optimal_Position_of_a_Motorcyclist_-_CFD_and_Experimental_Approach
,gliderKg,0,
,vehCgM,0.53,
,driveAxleWeightFrac,0.61,
,wheelBaseM,1.236,https://www.bikedekho.com/hero/splendor/specifications
,cargoKg,0,
,vehOverrideKg,172,112+60; https://www.bikedekho.com/hero/splendor/specifications
Fuel / Fuel Converter,maxFuelStorKw,1000,
,fuelStorSecsToPeakPwr,1,
,fuelStorKwh,88.2,9.8 L * 9 kWh/L  = 88.2 kWh
,fuelStorKwhPerKg,0,
,maxFuelConvKw,5.8987,8.02 PS; https://www.bikedekho.com/hero/splendor/specifications
,fcEffMap,"[0.05422978, 0.05766632, 0.06445793, 0.08096171, 0.09367591, 0.11780081, 0.14018769, 0.17050922, 0.24333819, 0.27271668, 0.25864471, 0.20112227]",generated from 125cc map https://www.jstor.org/stable/26277509
,fcEffType,SI,
,fuelConvSecsToPeakPwr,6,
,fuelConvBaseKg,0,
,fuelConvKwPerKg,0,
,mcPwrOutPerc,"[0.00, 0.02, 0.04, 0.06, 0.08,  0.10,  0.20,  0.40,  0.60,  0.80,  1.00]",
,maxMotorKw,0,
,motorSecsToPeakPwr,4,
,stopStart,FALSE,
,mcPeKgPerKw,0,
,mcPeBaseKg,0,
ESS,maxEssKw,0,
,maxEssKwh,0,
,essKgPerKwh,0,
,essBaseKg,0,
,essRoundTripEff,0,
,essLifeCoefA,0,
,essLifeCoefB,0,
Wheels,wheelInertiaKgM2,0.6,
,numWheels,2,
,wheelRrCoef,0.01,
,wheelRadiusM,0.3086,rear tire 80/100-18; https://www.bikedekho.com/hero/splendor/specifications
,wheelCoefOfFric,0.8,
"SOC, ESS Discharch / Charge",minSoc,0,
,maxSoc,1,
,essDischgToFcMaxEffPerc,0,
,essChgToFcMaxEffPerc,0,
"Acceleration, FC, Efficiency, Mass, Regen, etc",maxAccelBufferMph,60,
,maxAccelBufferPercOfUseableSoc,0.2,
,percHighAccBuf,0,
,mphFcOn,55,
,kwDemandFcOn,100,
,altEff,1,
,chgEff,0.86,
,auxKw,0,
,forceAuxOnFC,FALSE,
,transKg,0,
,transEff,0.92,
,compMassMultiplier,1.4,
,essToFuelOkError,0.005,
,maxRegen,0.98,
"Val: MPGGE, KwhPM, 0 to 60, etc",valUddsMpgge,,
,valHwyMpgge,,
,valCombMpgge,,
,valUddsKwhPerMile,,
,valHwyKwhPerMile,,
,valCombKwhPerMile,,
,valCdRangeMi,,
,valConst65MphKwhPerMile,,
,valConst60MphKwhPerMile,,
,valConst55MphKwhPerMile,,
,valConst45MphKwhPerMile,,
,valUnadjUddsKwhPerMile,,
,valUnadjHwyKwhPerMile,,
,val0To60Mph,9.9,
,valEssLifeMiles,,
,valRangeMiles,,
,valVehBaseCost,,
,valMsrp,,
,minFcTimeOn,30,
,idleFcKw,0,
